Kingdom	Phylum	Class	Order	Family	Genus
ASV_16S_5121	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5122	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_5123	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
ASV_16S_5124	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
ASV_16S_5125	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5126	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5127	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5128	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Allobaculum
ASV_16S_5129	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas
ASV_16S_5130	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	NA
ASV_16S_5131	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
ASV_16S_5132	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_16S_5133	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_16S_5134	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5135	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
ASV_16S_5136	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella
ASV_16S_5137	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5138	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
ASV_16S_5139	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
ASV_16S_5140	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
ASV_16S_5141	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_5142	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Murdochiella
ASV_16S_5143	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium
ASV_16S_5144	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_16S_5145	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5146	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	NA
ASV_16S_5147	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_16S_5148	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	NA
ASV_16S_5149	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_16S_5150	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5151	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_16S_5152	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
ASV_16S_5153	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_16S_5154	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
ASV_16S_5155	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_16S_5156	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
ASV_16S_5157	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_5158	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5159	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_16S_5160	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_16S_5161	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_5162	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5163	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5164	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
ASV_16S_5165	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_5166	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	cvE6	NA
ASV_16S_5167	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_5168	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_5169	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5170	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_16S_5171	Bacteria	Myxococcota	Polyangia	NA	NA	NA
ASV_16S_5172	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_16S_5173	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
ASV_16S_5174	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5175	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
ASV_16S_5176	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA
ASV_16S_5177	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5178	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_5179	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA
ASV_16S_5180	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_5181	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_16S_5182	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5183	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_5184	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_16S_5185	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter
ASV_16S_5186	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	CL500-29 marine group
ASV_16S_5187	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_16S_5188	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Patulibacter
ASV_16S_5189	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5190	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5191	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5192	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis
ASV_16S_5193	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5194	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Fenollaria
ASV_16S_5195	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_16S_5196	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5197	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5198	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5199	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_16S_5200	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
ASV_16S_5201	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_16S_5202	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_16S_5203	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus
ASV_16S_5204	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_16S_5205	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_16S_5206	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA
ASV_16S_5207	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_16S_5208	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA
ASV_16S_5209	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
ASV_16S_5210	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5211	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
ASV_16S_5212	Bacteria	Proteobacteria	Gammaproteobacteria	CCM19a	NA	NA
ASV_16S_5213	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5214	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5215	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5216	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5217	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_5218	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Dolosicoccus
ASV_16S_5219	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_16S_5220	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5221	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	NA
ASV_16S_5222	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio
ASV_16S_5223	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5224	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5225	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter
ASV_16S_5226	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_5227	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_5228	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
ASV_16S_5229	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter
ASV_16S_5230	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_5231	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	NA
ASV_16S_5232	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
ASV_16S_5233	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_5234	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
ASV_16S_5235	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_16S_5236	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5237	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
ASV_16S_5238	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
ASV_16S_5239	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_5240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_5241	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5242	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter
ASV_16S_5243	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
ASV_16S_5244	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA
ASV_16S_5245	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_16S_5246	Bacteria	Dependentiae	Babeliae	Babeliales	NA	NA
ASV_16S_5247	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
ASV_16S_5248	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	NA
ASV_16S_5249	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5250	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
ASV_16S_5251	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5252	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Salipiger
ASV_16S_5253	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5254	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter
ASV_16S_5255	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus
ASV_16S_5256	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
ASV_16S_5257	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_5258	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5259	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5260	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5261	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus
ASV_16S_5262	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_16S_5263	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
ASV_16S_5264	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5265	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5266	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum
ASV_16S_5267	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_5268	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade
ASV_16S_5269	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5270	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_16S_5271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
ASV_16S_5272	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	FTLpost3	NA
ASV_16S_5273	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_16S_5274	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA
ASV_16S_5275	Bacteria	Firmicutes	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus
ASV_16S_5276	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	NA
ASV_16S_5277	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_16S_5278	Bacteria	Patescibacteria	Parcubacteria	NA	NA	NA
ASV_16S_5279	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_16S_5280	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia
ASV_16S_5281	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma
ASV_16S_5282	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria	NA	NA
ASV_16S_5283	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
ASV_16S_5284	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia
ASV_16S_5285	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5286	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
ASV_16S_5287	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_16S_5288	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5289	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera
ASV_16S_5290	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
ASV_16S_5291	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_16S_5292	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_16S_5293	Bacteria	Cyanobacteria	Cyanobacteriia	NA	NA	NA
ASV_16S_5294	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_16S_5295	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_5296	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
ASV_16S_5297	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
ASV_16S_5298	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5299	Bacteria	Bacteroidota	Ignavibacteria	SJA-28	NA	NA
ASV_16S_5300	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
ASV_16S_5301	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5302	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_16S_5303	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_5304	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_5305	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Coprobacillus
ASV_16S_5306	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5307	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5308	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
ASV_16S_5309	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
ASV_16S_5310	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_16S_5311	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Fenollaria
ASV_16S_5312	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5313	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	NA	NA
ASV_16S_5314	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
ASV_16S_5315	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a
ASV_16S_5316	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
ASV_16S_5317	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
ASV_16S_5318	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5319	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5320	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
ASV_16S_5321	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
ASV_16S_5322	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5323	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_16S_5324	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Nissabacter
ASV_16S_5325	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella
ASV_16S_5326	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA
ASV_16S_5327	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA
ASV_16S_5328	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_16S_5329	Bacteria	Firmicutes	Syntrophomonadia	Syntrophomonadales	Syntrophomonadaceae	NA
ASV_16S_5330	Bacteria	Bacteroidota	Ignavibacteria	Ignavibacteriales	Melioribacteraceae	IheB3-7
ASV_16S_5331	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5332	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_16S_5333	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_16S_5334	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	NA
ASV_16S_5335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	M2PB4-65 termite group	NA
ASV_16S_5336	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	GWF2-44-16	NA
ASV_16S_5337	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5338	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_5339	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_5340	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_5341	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_16S_5342	Archaea	Halobacterota	Methanosarcinia	Methanosarciniales	Methanosaetaceae	Methanosaeta
ASV_16S_5343	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5344	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
ASV_16S_5345	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5346	Bacteria	Firmicutes	Clostridia	NA	NA	NA
ASV_16S_5347	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Lacihabitans
ASV_16S_5348	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus
ASV_16S_5349	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5350	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
ASV_16S_5351	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5352	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_16S_5353	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix
ASV_16S_5354	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_16S_5355	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5356	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5357	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA
ASV_16S_5358	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus
ASV_16S_5359	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
ASV_16S_5360	Bacteria	Armatimonadota	NA	NA	NA	NA
ASV_16S_5361	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
ASV_16S_5362	Bacteria	Latescibacterota	NA	NA	NA	NA
ASV_16S_5363	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella
ASV_16S_5365	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_16S_5366	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_5367	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_5368	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
ASV_16S_5369	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Candidatus Anammoximicrobium
ASV_16S_5370	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
ASV_16S_5371	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5372	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes
ASV_16S_5373	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5374	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_16S_5375	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
ASV_16S_5376	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5377	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
ASV_16S_5378	Bacteria	Firmicutes	Bacilli	RsaHf231	NA	NA
ASV_16S_5379	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Stenoxybacter
ASV_16S_5380	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5381	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum
ASV_16S_5382	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA
ASV_16S_5383	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
ASV_16S_5384	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	NA
ASV_16S_5385	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
ASV_16S_5386	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5387	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV_16S_5388	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5389	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_16S_5390	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
ASV_16S_5391	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_16S_5392	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
ASV_16S_5393	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_5394	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_16S_5395	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_16S_5396	Bacteria	Firmicutes	NA	NA	NA	NA
ASV_16S_5397	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_16S_5398	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA
ASV_16S_5399	Bacteria	WS1	NA	NA	NA	NA
ASV_16S_5400	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
ASV_16S_5401	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5402	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5403	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
ASV_16S_5404	Bacteria	NA	NA	NA	NA	NA
ASV_16S_5405	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	NA
ASV_16S_5406	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
ASV_16S_5407	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
ASV_16S_5408	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_16S_5409	Bacteria	Patescibacteria	Parcubacteria	Candidatus Moranbacteria	NA	NA
ASV_16S_5410	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
