Kingdom	Phylum	Class	Order	Family	Genus
Mito OTU1378	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
Mito OTU1379	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1380	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
Mito OTU1381	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU1382	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter
Mito OTU1383	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
Mito OTU1384	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
Mito OTU1385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	DMER64
Mito OTU1386	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium
Mito OTU1387	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1388	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster
Mito OTU1389	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
Mito OTU1390	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU1392	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
Mito OTU1393	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Bernardetiaceae	Bernardetia
Mito OTU1394	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
Mito OTU1395	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1396	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1397	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
Mito OTU1398	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU1399	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1400	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
Mito OTU1401	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU1402	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	AAP99
Mito OTU1403	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus
Mito OTU1404	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus
Mito OTU1405	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
Mito OTU1406	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
Mito OTU1407	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Chitinibacteraceae	Formivibrio
Mito OTU1408	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU1409	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter
Mito OTU1410	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Kocuria
Mito OTU1411	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU1412	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1413	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1414	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1415	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU1416	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA
Mito OTU1417	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Dermatophilaceae	Dermatophilus
Mito OTU1418	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	FD2005
Mito OTU1419	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU1420	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	NA
Mito OTU1421	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU1422	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Nissabacter
Mito OTU1423	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pectobacteriaceae	Nissabacter
Mito OTU1424	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Mito OTU1425	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Niveibacterium
Mito OTU1426	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU1427	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Mito OTU1428	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola
Mito OTU1429	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
Mito OTU1430	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU1431	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1432	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1433	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium
Mito OTU1434	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU1435	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1436	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU1437	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter
Mito OTU1438	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU1439	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas
Mito OTU1440	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1441	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU1442	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1443	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1444	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Brevundimonas
Mito OTU1445	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1446	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella
Mito OTU1447	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Mito OTU1448	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter
Mito OTU1449	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1450	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU1451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mycoplana
Mito OTU1452	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia
Mito OTU1453	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1454	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1455	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1456	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1457	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1458	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Gordonia
Mito OTU1459	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1460	Bacteria	NA	NA	NA	NA	NA
Mito OTU1461	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechlorobacter
Mito OTU1462	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FCS020 group
Mito OTU1463	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella
Mito OTU1464	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] hallii group
Mito OTU1465	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group
Mito OTU1466	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea
Mito OTU1467	Bacteria	NA	NA	NA	NA	NA
Mito OTU1468	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU1469	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1470	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	NA
Mito OTU1471	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Lactivibrio
Mito OTU1472	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus
Mito OTU1473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
Mito OTU1474	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Acidaminobacteraceae	Acidaminobacter
Mito OTU1475	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium
Mito OTU1476	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Catenisphaera
Mito OTU1477	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Merdibacter
Mito OTU1478	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
Mito OTU1479	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia
Mito OTU1480	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1481	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1482	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Mito OTU1483	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus
Mito OTU1484	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Floricoccus
Mito OTU1485	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	NA
Mito OTU1486	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1487	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Acetoanaerobium
Mito OTU1488	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU1489	Archaea	Halobacterota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum
Mito OTU1490	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia
Mito OTU1491	Bacteria	NA	NA	NA	NA	NA
Mito OTU1492	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
Mito OTU1493	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Faucicola
Mito OTU1494	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Mito OTU1495	Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis
Mito OTU1496	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
Mito OTU1497	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
Mito OTU1498	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1499	Bacteria	WS1	NA	NA	NA	NA
Mito OTU1500	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
Mito OTU1501	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
Mito OTU1502	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
Mito OTU1503	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
Mito OTU1504	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
Mito OTU1505	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Mito OTU1506	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU1507	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA
Mito OTU1508	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU1509	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	OLB8
Mito OTU1510	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU1511	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
Mito OTU1512	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas
Mito OTU1513	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
Mito OTU1514	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Fenollaria
Mito OTU1515	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia
Mito OTU1516	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA
Mito OTU1517	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
Mito OTU1518	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	Defluviicoccaceae	Defluviicoccus
Mito OTU1519	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	NA
Mito OTU1520	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01
Mito OTU1521	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia
Mito OTU1522	Bacteria	NA	NA	NA	NA	NA
Mito OTU1523	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU1524	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU1525	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU1526	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU1527	Bacteria	Chloroflexi	SL56 marine group	NA	NA	NA
Mito OTU1528	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc
Mito OTU1529	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia
Mito OTU1530	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
Mito OTU1531	Bacteria	NA	NA	NA	NA	NA
Mito OTU1532	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter
Mito OTU1533	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU1534	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1535	Bacteria	NA	NA	NA	NA	NA
Mito OTU1536	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU1537	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1538	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1539	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Caviibacter
Mito OTU1540	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA
Mito OTU1541	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
Mito OTU1542	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Mito OTU1543	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
Mito OTU1544	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurospirillaceae	Sulfurospirillum
Mito OTU1545	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys
Mito OTU1546	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter
Mito OTU1547	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU1548	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU1549	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1550	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Mito OTU1551	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Mito OTU1552	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
Mito OTU1553	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Mito OTU1554	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1555	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter
Mito OTU1556	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
Mito OTU1557	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Sporomusaceae	Pelosinus
Mito OTU1558	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU1559	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Cellvibrio
Mito OTU1560	Bacteria	NA	NA	NA	NA	NA
Mito OTU1561	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas
Mito OTU1562	Bacteria	Spirochaetota	MVP-15	NA	NA	NA
Mito OTU1563	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	[Desulfobacterium] catecholicum group
Mito OTU1564	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1565	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA
Mito OTU1566	Bacteria	NA	NA	NA	NA	NA
Mito OTU1567	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU1568	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1569	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens
Mito OTU1570	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU1571	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
Mito OTU1572	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU1573	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Mito OTU1574	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU1575	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	NA
Mito OTU1576	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1577	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
Mito OTU1578	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU1579	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU1580	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU1581	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU1582	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	NA
Mito OTU1583	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU1584	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1585	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter
Mito OTU1586	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	NA
Mito OTU1587	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU1588	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU1589	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1590	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1591	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
Mito OTU1592	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Cavicella
Mito OTU1593	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU1594	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1595	Bacteria	NA	NA	NA	NA	NA
Mito OTU1596	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Tibeticola
Mito OTU1597	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum
Mito OTU1598	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Mito OTU1599	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU1600	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	[Agitococcus] lubricus group
Mito OTU1601	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1602	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	T34	NA
Mito OTU1603	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU1604	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	NA
Mito OTU1605	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
Mito OTU1606	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Mito OTU1607	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1608	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1609	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
Mito OTU1610	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU1611	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	XBB1006
Mito OTU1612	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira
Mito OTU1613	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU1614	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
Mito OTU1615	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003
Mito OTU1616	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU1617	Bacteria	LCP-89	NA	NA	NA	NA
Mito OTU1618	Bacteria	Firmicutes	Bacilli	RsaHf231	NA	NA
Mito OTU1619	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Hypnocyclicus
Mito OTU1620	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU1621	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea
Mito OTU1622	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053
Mito OTU1623	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium
Mito OTU1624	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1625	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemania
Mito OTU1626	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA
Mito OTU1627	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003
Mito OTU1628	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Senegalimassilia
Mito OTU1629	Bacteria	Firmicutes	NA	NA	NA	NA
Mito OTU1630	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1631	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus
Mito OTU1632	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8	NA
Mito OTU1633	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
Mito OTU1634	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
Mito OTU1635	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Mito OTU1636	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus
