Kingdom	Phylum	Class	Order	Family	Genus
Mito OTU249	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Mito OTU250	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU251	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU252	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU253	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Mito OTU254	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
Mito OTU255	Bacteria	Firmicutes	BRH-c20a	NA	NA	NA
Mito OTU256	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA
Mito OTU257	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Mito OTU258	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU259	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA
Mito OTU260	Bacteria	Spirochaetota	V2072-189E03	NA	NA	NA
Mito OTU261	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
Mito OTU262	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU263	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
Mito OTU264	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA
Mito OTU265	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
Mito OTU266	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA
Mito OTU267	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU268	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
Mito OTU269	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Candidatus Planktophila
Mito OTU270	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
Mito OTU271	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum
Mito OTU272	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU273	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter
Mito OTU274	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA
Mito OTU275	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU276	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU277	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	NA	NA
Mito OTU278	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Mito OTU279	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Akkermansiaceae	Akkermansia
Mito OTU280	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU281	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU282	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group
Mito OTU283	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
Mito OTU284	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	NA
Mito OTU285	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Rurimicrobium
Mito OTU286	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Mito OTU287	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU288	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	NA
Mito OTU289	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
Mito OTU290	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU291	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU292	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group
Mito OTU293	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Candidatus Tammella
Mito OTU294	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium
Mito OTU295	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 06
Mito OTU296	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU297	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus
Mito OTU298	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU299	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU300	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
Mito OTU301	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia
Mito OTU302	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia
Mito OTU303	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	NA
Mito OTU304	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter
Mito OTU305	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Marinagarivorans
Mito OTU306	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Odyssella
Mito OTU307	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	SD04E11
Mito OTU308	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU309	Bacteria	Elusimicrobiota	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium
Mito OTU310	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Mito OTU311	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	NA
Mito OTU312	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
Mito OTU313	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
Mito OTU314	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU315	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
Mito OTU316	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas
Mito OTU317	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
Mito OTU318	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter
Mito OTU319	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU320	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
Mito OTU321	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU322	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella
Mito OTU323	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	M2PB4-65 termite group	NA
Mito OTU324	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Candidatus Tammella
Mito OTU325	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Solitalea
Mito OTU326	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	NA
Mito OTU327	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU328	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU329	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU330	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA
Mito OTU331	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU332	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulforhabdus
Mito OTU333	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus
Mito OTU334	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
Mito OTU335	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis
Mito OTU336	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU337	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
Mito OTU338	Bacteria	NA	NA	NA	NA	NA
Mito OTU339	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium
Mito OTU340	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	M2PB4-65 termite group	NA
Mito OTU341	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	NA
Mito OTU342	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU343	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Mito OTU344	Bacteria	Proteobacteria	Alphaproteobacteria	Dongiales	Dongiaceae	Dongia
Mito OTU345	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter
Mito OTU346	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio
Mito OTU347	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	NA
Mito OTU348	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
Mito OTU349	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis
Mito OTU350	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Mito OTU351	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA
Mito OTU352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
Mito OTU353	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU354	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA
Mito OTU355	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU356	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU357	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA
Mito OTU358	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	LNR A2-18
Mito OTU359	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU360	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU361	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
Mito OTU362	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus
Mito OTU363	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	NA
Mito OTU364	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA
Mito OTU365	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Mito OTU366	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavihumibacter
Mito OTU367	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	NA	NA
Mito OTU368	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
Mito OTU369	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU370	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella
Mito OTU371	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
Mito OTU372	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae NK3B31 group
Mito OTU373	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA
Mito OTU374	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
Mito OTU375	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU376	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
Mito OTU377	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU378	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Howardella
Mito OTU379	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
Mito OTU380	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU381	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera
Mito OTU382	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU383	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella
Mito OTU384	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
Mito OTU385	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga] xylanolytica group
Mito OTU386	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
Mito OTU387	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Uruburuella
Mito OTU388	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas
Mito OTU389	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Candidatus Alysiosphaera
Mito OTU390	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
Mito OTU391	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum
Mito OTU392	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU394	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU395	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Mito OTU396	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU397	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Mito OTU398	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Mito OTU399	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	[Eubacterium] siraeum group
Mito OTU400	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	env.OPS 17	NA
Mito OTU401	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
Mito OTU402	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
Mito OTU403	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
Mito OTU404	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU405	Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter
Mito OTU406	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU407	Bacteria	NA	NA	NA	NA	NA
Mito OTU408	Bacteria	Firmicutes	Clostridia	Lachnospirales	NA	NA
Mito OTU409	Bacteria	Cyanobacteria	Sericytochromatia	NA	NA	NA
Mito OTU410	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU411	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Mito OTU412	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
Mito OTU413	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Pseudoramibacter
Mito OTU414	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiothrix
Mito OTU415	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidetes vadinHA17	NA
Mito OTU416	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Soonwooa
Mito OTU417	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
Mito OTU418	Bacteria	NA	NA	NA	NA	NA
Mito OTU419	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter
Mito OTU420	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	NA
Mito OTU421	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfurimonas
Mito OTU422	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	NA
Mito OTU423	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Prosthecobacter
Mito OTU424	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	LD29
Mito OTU425	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter
Mito OTU426	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU427	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella
Mito OTU428	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella
Mito OTU429	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU430	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Epulopiscium
Mito OTU431	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU432	Bacteria	Cyanobacteria	Vampirivibrionia	Gastranaerophilales	NA	NA
Mito OTU433	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU434	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU435	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU436	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
Mito OTU437	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU438	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
Mito OTU439	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	NA
Mito OTU440	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	NA
Mito OTU441	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU443	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU444	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU445	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA
Mito OTU446	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Mito OTU447	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae	Sulfuricurvum
Mito OTU448	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Fontimonas
Mito OTU449	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU450	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Roseimarinus
Mito OTU451	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU452	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Ancylobacter
Mito OTU453	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
Mito OTU454	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	vadinBE97	NA
Mito OTU455	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Coprobacter
Mito OTU456	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Anaerocella
Mito OTU457	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA
Mito OTU458	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU459	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Paraperlucidibaca
Mito OTU460	Bacteria	WPS-2	NA	NA	NA	NA
Mito OTU461	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus
Mito OTU462	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU463	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	NA
Mito OTU464	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	NA
Mito OTU465	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	Peptococcus
Mito OTU466	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU467	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Pseudarcicella
Mito OTU468	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU469	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tuzzerella
Mito OTU470	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU471	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	WCHB1-32
Mito OTU472	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Mito OTU473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga] xylanolytica group
Mito OTU474	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas
Mito OTU475	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Mito OTU476	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU477	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU478	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Candidatus Megaira
Mito OTU479	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium
Mito OTU480	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
Mito OTU481	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella
Mito OTU482	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Sulfurovum
Mito OTU483	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia
Mito OTU484	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella
Mito OTU485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU486	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Lentimicrobiaceae	Lentimicrobium
Mito OTU487	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Dokdonella
Mito OTU488	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Saccharofermentans
Mito OTU489	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	NA
Mito OTU490	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	NA	NA
Mito OTU491	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopococcus
Mito OTU492	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter
